show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,Duration in Mins,First Category,Murder Mystery?
s3436,TV Show,Beyblade Burst Turbo,N/A,"Laura Stahl, Billy Kametz, Derek Stephen Prince, Kyle McCarley, Brandon Winckler, Kimlinh Tran",United States,"Thursday, 10 October 2019",2018,TV-Y7,1 Season,"Anime Series, Kids' TV",,Anime Series,No
s3572,TV Show,Hyperdrive,N/A,"Rutledge Wood, Mike Hill, Michael Bisping, Lindsay Czarniak",United States,"Wednesday, 21 August 2019",2019,TV-PG,1 Season,Reality TV,,Reality TV,No
s3746,TV Show,Awake: The Million Dollar Game,N/A,James Davis,United States,"Friday, 14 June 2019",2019,TV-PG,1 Season,Reality TV,,Reality TV,No
s3844,TV Show,Away From Home,N/A,"Li Yongzhen, Zhuang Kebi, Zhang Shunyuan, Wang Wei, Wen Shaoping, Liu Shumin, Lu Huiting, Ye Chengcheng, Chen Yuqi",United States,"Wednesday, 8 May 2019",2015,TV-PG,1 Season,"International TV Shows, TV Dramas",,International TV Shows,No
s3845,TV Show,Bibik-Bibikku,N/A,"Ungku Ismail, Fasha Sandha, Bell Ngasri, Wan Sharmila",United States,"Wednesday, 8 May 2019",2016,TV-PG,1 Season,"International TV Shows, TV Comedies",,International TV Shows,No
s3847,TV Show,Cinta Iris,N/A,"Raja Ilya, Nazim Othman, Zain Hamid, Ungku Ismail, Tunku Hanis",United States,"Wednesday, 8 May 2019",2015,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",,International TV Shows,No
s3849,TV Show,Cinta Teruna Kimchi,N/A,"Nazim Othman, Johan As'ari, Nur Risteena, Niena Baharun",United States,"Wednesday, 8 May 2019",2016,TV-PG,1 Season,"International TV Shows, TV Dramas",,International TV Shows,No
s3851,TV Show,The Missing Menu,N/A,"Frederick Lee, Jojo Goh, Karena Teo, Jeffrey Cheng, Janelle Chin",United States,"Wednesday, 8 May 2019",2016,TV-PG,1 Season,"International TV Shows, TV Dramas",,International TV Shows,Yes
s4036,TV Show,The Confrontation,N/A,"Hussein Almansour, Shujoon, Mohammed Alalawi, Noor Alghandour, Fahad Basim, Hamad Ashkanani",United States,"Friday, 8 March 2019",2018,TV-PG,1 Season,"International TV Shows, TV Dramas",,International TV Shows,No
s4228,TV Show,Tidying Up with Marie Kondo,N/A,Marie Kondo,United States,"Tuesday, 1 January 2019",2019,TV-PG,1 Season,Reality TV,,Reality TV,No
s4261,TV Show,Stand Up and Away! with Brian Regan,N/A,Brian Regan,United States,"Monday, 24 December 2018",2018,TV-PG,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",,Stand-Up Comedy & Talk Shows,No
s4354,TV Show,Death by Magic,N/A,Drummond Money-Coutts,United States,"Friday, 30 November 2018",2018,TV-PG,1 Season,Reality TV,,Reality TV,No
s4377,TV Show,The Final Table,N/A,Andrew Knowlton,United States,"Tuesday, 20 November 2018",2018,TV-PG,1 Season,Reality TV,,Reality TV,No
s4390,TV Show,Beyblade Burst Evolution,N/A,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",United States,"Thursday, 15 November 2018",2017,TV-Y,1 Season,"Anime Series, Kids' TV",,Anime Series,No
s4462,TV Show,The Great British Baking Show: The Beginnings,N/A,"Paul Hollywood, Mary Berry, Mel Giedroyc, Sue Perkins",United States,"Thursday, 1 November 2018",2012,TV-PG,1 Season,"British TV Shows, Reality TV",,British TV Shows,No
s4518,TV Show,The Curious Creations of Christine McConnell,N/A,"Christine McConnell, Colleen Smith, Adam Mayfield, Michael Oosterom, Drew Massey, Mick Ignis, Tim Lagasse, Dita von Teese, Steven M. Porter, Elko Weaver",United States,"Friday, 12 October 2018",2018,TV-PG,1 Season,"TV Comedies, TV Mysteries",,TV Comedies,No
s4522,TV Show,Salt Fat Acid Heat,N/A,Samin Nosrat,United States,"Thursday, 11 October 2018",2018,TV-PG,1 Season,Docuseries,,Docuseries,No
s4537,TV Show,Violet Evergarden: Special,N/A,"Yui Ishikawa, Takehito Koyasu, Daisuke Namikawa, Aya Endo, Kouki Uchiyama, Minori Chihara, Haruka Tomatsu, Yoko Hikasa",United States,"Thursday, 4 October 2018",2018,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows",,Anime Series,No
s4649,TV Show,If I were an Animal,N/A,"Zachary Young, Fleur Delahunty",United States,"Tuesday, 11 September 2018",2018,TV-G,1 Season,"Docuseries, Kids' TV, Science & Nature TV",,Docuseries,No
s4697,TV Show,Stay Here,N/A,"Genevieve Gorder, Peter Lorimer",United States,"Friday, 17 August 2018",2018,TV-PG,1 Season,Reality TV,,Reality TV,No
s4705,TV Show,All About the Washingtons,N/A,"Joseph Simmons, Justine Simmons, Kiana Ledé, Nathan Anderson, Leah Rose Randall, Maceo Smedley, Quincy Fouse, DJ Ruckus, Adain Bradley, Tim Meadows, Daymond John, Erick Chavarria, Christopher Clarke, Aubrey Cleland, Arsenio Hall, Stephen Schneider, Max Goudsmit, Noah Gerry, Jamie VanDyke, Ashleigh Hairston",United States,"Friday, 10 August 2018",2018,TV-PG,1 Season,TV Comedies,,TV Comedies,No
s4875,TV Show,A Little Help with Carol Burnett,N/A,"Carol Burnett, Russell Peters, Mark Cuban, Taraji P. Henson, Brittany Snow, Wanda Sykes, Derek Hough, Billy Eichner, Lisa Kudrow, Candace Cameron Bure, DJ Khaled, Tony Hale, Julie Bowen",United States,"Friday, 4 May 2018",2018,TV-G,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies",,Stand-Up Comedy & Talk Shows,No
s4901,TV Show,Spiritual House,N/A,"Hiroyuki Ehara, Miki Sumiyoshi, Sato Kondo, Kazuhiro Kiyohara, Noriko Sakai, Moe Oshikiri, Homare Sawa, Mariko Hayashi",United States,"Tuesday, 1 May 2018",2017,TV-PG,1 Season,"International TV Shows, Stand-Up Comedy & Talk Shows",,International TV Shows,No
s4911,TV Show,Moving On,N/A,"Irene Santiago, Gary Estrada, Ariel Rivera, Patrick Theo, Louise Chong, Mano Maniam, Jojo Struys, Alvin Wong",United States,"Friday, 27 April 2018",2016,TV-PG,1 Season,"International TV Shows, TV Dramas",,International TV Shows,No
s4914,TV Show,Trio and a Bed,N/A,"Annabelle Kong, Amber Chia, Carmen Soo, Danny Wan, Daniel Tan, Jeffrey Cheng",United States,"Friday, 27 April 2018",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",,International TV Shows,No
s5090,TV Show,Tundukkan Playboy Itu,N/A,"Hafidz Roshdi, Uqasha Senrose, Alif Satar, Mawar Rashid",United States,"Monday, 8 January 2018",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies",,International TV Shows,No
s5216,TV Show,In Laws,N/A,"Kelvin Leong, Remon Lim, Loo Aye Keng, Lawrence Wong, Frederick Lee, Danielle Dai, Joey Leong",United States,"Monday, 16 October 2017",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas",,International TV Shows,No
s5255,TV Show,Mak Cun,N/A,"Erma Fatima, Rahim Razali, Umie Aida, Nora Danish",United States,"Friday, 29 September 2017",2015,TV-PG,1 Season,"International TV Shows, TV Comedies, TV Dramas",,International TV Shows,No
s5260,TV Show,Satu Hari,N/A,"Sara Ali, Remy Ishak, Rita Rudaini, Mirza Salihovic, Hafizul Kamal, Miller Khan",United States,"Friday, 29 September 2017",2014,TV-PG,1 Season,"International TV Shows, TV Dramas",,International TV Shows,No
s5285,TV Show,No Tomorrow,N/A,"Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue, Jesse Rath, Amy Pietz",United States,"Tuesday, 5 September 2017",2016,TV-PG,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas",,Romantic TV Shows,No
s6027,TV Show,9 Months That Made You,N/A,Demetri Goritsas,United States,"Wednesday, 1 March 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",,British TV Shows,No
s6361,TV Show,Border Patrol,N/A,Timothy Balme,United States,"Wednesday, 2 October 2019",2016,TV-PG,1 Season,Reality TV,,Reality TV,No
s6386,TV Show,Buddha,N/A,"Himanshu Soni, Kajal Jain, Sanket Choukse, Kabir Bedi, Sameer Dharmadhikari, Jagat Singh, Reshmi Ghosh, Siddharth Vasudev, Amit Behl, Hemant Choudhary",United States,"Sunday, 1 April 2018",2013,TV-PG,1 Season,"International TV Shows, TV Dramas",,International TV Shows,No
s6691,TV Show,Emogenius,N/A,Hunter March,United States,"Saturday, 15 December 2018",2017,TV-PG,1 Season,Reality TV,,Reality TV,No
s6710,TV Show,Eurovision Song Contest,N/A,"Bar Refaeli, Erez Tal, Assi Azar, Lucy Ayoub",United States,"Tuesday, 23 July 2019",2019,TV-PG,1 Season,International TV Shows,,International TV Shows,No
s6774,TV Show,Food: Delicious Science,N/A,"Michael Mosley, James Wong",United States,"Sunday, 1 October 2017",2017,TV-PG,1 Season,"Docuseries, Science & Nature TV",,Docuseries,No
s7055,TV Show,Idiotest,N/A,Ben Gleib,United States,"Saturday, 15 December 2018",2014,TV-PG,1 Season,"Reality TV, TV Comedies",,Reality TV,No
s7286,TV Show,Legends of Strength,N/A,"Eugen Sandow, Apollon",United States,"Friday, 18 January 2019",2017,TV-PG,1 Season,Docuseries,,Docuseries,No
s7301,TV Show,Life on Location,N/A,David Attenborough,United States,"Wednesday, 22 April 2015",2009,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",,British TV Shows,No
s7393,TV Show,Man vs Wild with Sunny Leone,N/A,"Bear Grylls, Sunny Leone",United States,"Saturday, 1 December 2018",2018,TV-PG,1 Season,"International TV Shows, Reality TV, TV Action & Adventure",,International TV Shows,Yes
s7460,TV Show,Minute to Win It,N/A,Apolo Anton Ohno,United States,"Saturday, 15 December 2018",2013,TV-PG,1 Season,Reality TV,,Reality TV,No
s7570,TV Show,NATURE: Natural Born Hustlers,N/A,Kevin Draine,United States,"Wednesday, 1 March 2017",2016,TV-G,1 Season,"Docuseries, Science & Nature TV",,Docuseries,No
s7667,TV Show,One Strange Rock,N/A,Will Smith,United States,"Saturday, 2 February 2019",2018,TV-PG,1 Season,"Docuseries, Science & Nature TV",,Docuseries,No
s7799,TV Show,Prohibition: A Film by Ken Burns and Lynn Novick,N/A,Peter Coyote,United States,"Wednesday, 22 February 2017",2011,TV-PG,1 Season,"Crime TV Shows, Docuseries",,Crime TV Shows,No
s7909,TV Show,Russell Peters vs. the World,N/A,Russell Peters,United States,"Monday, 14 October 2013",2013,NR,1 Season,"Docuseries, Stand-Up Comedy & Talk Shows",,Docuseries,No
s7943,TV Show,Satrangi,N/A,Deepali Sahay,United States,"Saturday, 1 April 2017",2014,TV-PG,1 Season,"Docuseries, International TV Shows",,Docuseries,No
s7949,TV Show,Save Our Shelter,N/A,"Rocky Kanaka, Rob North",United States,"Saturday, 18 August 2018",2015,TV-G,1 Season,Reality TV,,Reality TV,No
s8263,TV Show,The Curse of Oak Island,N/A,Robert Clotworthy,United States,"Sunday, 15 September 2019",2016,TV-PG,1 Season,"Docuseries, Science & Nature TV",,Docuseries,No
s8348,TV Show,The Homecoming,N/A,"Se-yoon Yoo, Tyler Rasch, Guillaume Patry, Nikolai Johnsen",United States,"Friday, 2 June 2017",2015,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Reality TV",,International TV Shows,No
s8372,TV Show,The Jaime Maussan Show,N/A,Jaime Maussan,United States,"Friday, 1 December 2017",2010,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows",,Docuseries,No
s8377,TV Show,The Kindness Diaries,N/A,Leon Logothetis,United States,"Wednesday, 1 May 2019",2019,TV-PG,1 Season,Reality TV,,Reality TV,No
s8748,TV Show,Winsanity,N/A,Donald Faison,United States,"Saturday, 15 December 2018",2016,TV-G,1 Season,Reality TV,,Reality TV,No
s8781,TV Show,Yo-Kai Watch,N/A,"Johnny Yong Bosch, J.W. Terry, Alicyn Packard, Melissa Hutchison, Pierre Holloway, Brent Pendergrass",United States,"Friday, 1 April 2016",2015,TV-Y7,1 Season,"Anime Series, Kids' TV",,Anime Series,No
s35,TV Show,Tayo and Little Wizards,N/A,"Dami Lee, Jason Lee, Bommie Catherine Han, Jennifer Waescher, Nancy Kim",United States,"Friday, 17 September 2021",2020,TV-Y7,1 Season,Kids' TV,,Kids' TV,No
s41,TV Show,He-Man and the Masters of the Universe,N/A,"Yuri Lowenthal, Kimberly Brooks, Antony Del Rio, Trevor Devall, Ben Diskin, Grey Griffin, David Kaye, Tom Kenny, Judy Alice Lee, Roger Craig Smith, Fred Tatasciore",United States,"Thursday, 16 September 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Sci-Fi & Fantasy",,Kids' TV,No
s198,TV Show,I Heart Arlo,N/A,"Michael J. Woodard, Mary Lambert, Jonathan Van Ness, Haley Tju, Brett Gelman, Tony Hale, Vincent Rodriguez III, Annie Potts, Jessica Williams, Melissa Villaseñor, Cathy Vu, Jennifer Coolidge, Flea",United States,"Friday, 27 August 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",,Kids' TV,No
s365,TV Show,Centaurworld,N/A,"Kimiko Glenn, Megan Hilty, Parvesh Cheena, Chris Diamantopoulos, Megan Nicole Dong, Jessie Mueller, Josh Radnor",United States,"Friday, 30 July 2021",2021,TV-Y7,1 Season,"Kids' TV, TV Comedies",,Kids' TV,No
s473,TV Show,Ridley Jones,N/A,"Iara Nemirovsky, Laraine Newman, David Errigo Jr, Tyler Shamy, Ezra Menas, Ashlyn Madden, Sutton Foster",United States,"Tuesday, 13 July 2021",2021,TV-Y,1 Season,Kids' TV,,Kids' TV,No
s548,TV Show,We the People,N/A,"H.E.R., Adam Lambert, Cordae, Kristen Anderson-Lopez, Daveed Diggs, Brittany Howard, Robert Lopez, Lin-Manuel Miranda, Brandi Carlile, Kyle Harvey, Bebe Rexha, Andra Day, Janelle Monáe, Amanda Gorman",United States,"Sunday, 4 July 2021",2021,TV-Y7,1 Season,Kids' TV,,Kids' TV,No
s589,TV Show,Rainbow Rangers,N/A,"Penelope Rawlins, Juliette Crosbie, Zehra Naqvi, Phillipa Alexander, Aileen Mythen",United States,"Thursday, 1 July 2021",2018,TV-Y,1 Season,Kids' TV,,Kids' TV,No
s714,TV Show,Avengers Climate Conundrum,N/A,"Giles Panton, Michael Daingerfield, Bill Newton, James Blight, Nicole Oliver, Adrian Petriw, Alex Barima, Rebecca Shoichet",United States,"Tuesday, 15 June 2021",2020,TV-Y7,1 Season,"Kids' TV, TV Comedies",,Kids' TV,No
s720,TV Show,Power Rangers Dino Fury,N/A,"Russell Curry, Hunter Deno, Kai Moya, Tessa Rao, Chance Perez, Shavaughn Ruakere, Blair Strang",United States,"Tuesday, 15 June 2021",2021,TV-G,1 Season,Kids' TV,,Kids' TV,No
s1153,TV Show,Rainbow High,N/A,"Tara Sands, Anairis Quiñones, Laura Stahl, Jenny Yokobori, Kira Buckland, Brittany Cox, Brittany Lauda, Christian Banas, Rebeka Thomas, Hayden Summerall, Deneen Melody",United States,"Tuesday, 30 March 2021",2020,TV-Y,1 Season,Kids' TV,,Kids' TV,No
s1201,TV Show,Waffles + Mochi,N/A,"Michelle Zamora, Russ Walko, Michelle Obama, Jonathan Kidder, Diona Elise Burnett, Taleia Gilliam, Lyric Lewis, Andy Hayward, Piotr Michael, George Konner",United States,"Tuesday, 16 March 2021",2021,TV-Y,1 Season,Kids' TV,,Kids' TV,No
s1232,TV Show,City of Ghosts,N/A,"August Nuñez, Blue Chapman, Kirikou S'hai Muldrow, Michael Ren, Angel Chipagua, Honor Calderon",United States,"Friday, 5 March 2021",2021,TV-Y7,1 Season,Kids' TV,,Kids' TV,No
s1463,TV Show,Running Man,N/A,"Kim Seo-yeong, Um Sang-hyun, Kwon Changwook, Kim Yeon-woo, Kang Shi-hyun, Jeon Tae-yeol, Nam Do-hyeong, Park No-sik",United States,"Friday, 1 January 2021",2020,TV-Y7,1 Season,"Kids' TV, TV Comedies",,Kids' TV,No
s1506,TV Show,Rhyme Time Town Singalongs,N/A,"Luke Amis, Annabelle Westenholz-Smith, Maddie Evans, Jude Muir, Hannah Jane Fox, Rhashan Stone",United States,"Tuesday, 22 December 2020",2020,TV-Y,1 Season,Kids' TV,,Kids' TV,Yes
s1758,TV Show,LEGO Jurassic World: Secret Exhibit,N/A,"Britt McKillip, Ian Hanlin, Dhirendra, Alex Zahara, Vincent Tong, Bethany Brown, Adrian Petriw, Sabrina Pitre",United States,"Sunday, 1 November 2020",2018,TV-Y,1 Season,Kids' TV,,Kids' TV,No
s1894,TV Show,DreamWorks Happy Holidays from Madagascar,N/A,"Tom McGrath, Chris Miller, Christopher Knights, John DiMaggio, Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Cedric the Entertainer, Andy Richter, Carl Reiner",United States,"Friday, 2 October 2020",2005,TV-PG,1 Season,"Kids' TV, TV Comedies",,Kids' TV,No
s1974,TV Show,Fukrey Boyzzz,N/A,"Viraaj Modgill, Jasleen Singh, Pooja Punjabi, Viswanathan Sridhar, Manish Bhavan, Suvela Sharma, Surabhi Pandey, Zeel Thakkar",United States,"Saturday, 19 September 2020",2020,TV-Y,1 Season,"Kids' TV, TV Comedies",,Kids' TV,No
